count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
52,E,2019,2019-09-06,17,1,South West,1,Isles of Scilly,A3112,Major,A3111,A3110,91203,10217,49.912239,-6.3028477,2.0,1.24,6,1,16.0,0.0,8,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0
